Inputs,1,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,24,27,28,Expected Interfaces,output from Cpipe,24,25,28,29,30,input to Cpipe,32,33,36,37,38
First Pass,14,1,SnpLDataMig,z,X,FwdCnfltO,X,E/M,1,X,X,X,X,X,1,1,X,X,X,X,X,X,X,X,X,had_cv_err=0,b,0,0,0,0,0,0,FakeCycle,0,0,0,0,0
Snoop,15,1,SnpLDataMig,b,X,X,RspI/RspS/RspSI/RspFlushed/RspIHit.*/RspSHit.*/Rsp.*FwdFE,E,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,c,snoop(cv_vector),0,0,0,0,0,SNP_RSP,snoop_response(cv_vector),snoop_response_data(only_from_cv_vector),0,0,0
Snoop,16,1,SnpLDataMig,c,X,SNP_RSP,RspS/RspSI/RspSHit.*/RspSFwdFE,E,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,done,0,0,0,0,0,RspS,X,0,0,0,0,0
Snoop,17,1,SnpLDataMig,c,X,SNP_RSP,X,E,X,Data,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,done,0,0,0,0,0,RspS,X,0,0,0,0,0
Snoop,18,1,SnpLDataMig,c,X,SNP_RSP,RspI/RspFlushed/RspIHit.*/RspIFwdFE,E,X,SF,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,done,0,0,0,0,0,RspI,X,0,0,0,0,0
Snoop,19,1,SnpLDataMig,c,X,SNP_RSP,RspI/RspFlushed/RspIHit.*/RspIFwdFE,E,X,SF,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,done,0,0,0,0,0,RspS,X,0,0,0,0,0
Snoop,20,1,SnpLDataMig,b,X,SnpLDataMig/FakeCycle,Rsp.*FwdMO,X,X,Data,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,d,snoop(cv_vector),0,0,0,0,0,SNP_RSP,snoop_response(cv_vector),snoop_response_data(only_from_cv_vector),0,0,0
Snoop,21,1,SnpLDataMig,b,X,SnpLDataMig/FakeCycle,Rsp.*FwdMO,X,X,X,X,X,X,X,X,X,1,X,X,X,X,X,X,X,X,X,d,snoop(cv_vector),0,0,0,0,0,SNP_RSP,snoop_response(cv_vector),snoop_response_data(only_from_cv_vector),0,0,0
Snoop,22,1,SnpLDataMig,b,X,SnpLDataMig/FakeCycle,X,M,X,Data,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,d,snoop(cv_vector),0,0,0,0,0,SNP_RSP,snoop_response(cv_vector),snoop_response_data(only_from_cv_vector),0,0,0
Snoop,23,1,SnpLDataMig,b,X,SnpLDataMig/FakeCycle,X,M,X,X,X,X,X,X,X,X,1,X,X,X,X,X,X,X,X,X,d,snoop(cv_vector),0,0,0,0,0,SNP_RSP,snoop_response(cv_vector),snoop_response_data(only_from_cv_vector),0,0,0
Snoop,24,1,SnpLDataMig,d,X,SNP_RSP,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,done,0,0,0,0,RspSWb,0,X,0,0,0,0,0
Snoop,25,1,SnpLDataMig,b,X,SnpLDataMig/FakeCycle,Rsp.*FwdMO,X,X,SF,X,X,X,X,X,X,0,X,X,X,X,X,X,X,X,X,e,snoop(cv_vector),0,0,0,0,0,SNP_RSP,snoop_response(cv_vector),snoop_response_data(only_from_cv_vector),0,0,0
Snoop,26,1,SnpLDataMig,b,X,SnpLDataMig/FakeCycle,X,M,X,SF,X,X,X,X,X,X,0,X,X,X,X,X,X,X,X,X,e,snoop(cv_vector),0,0,0,0,0,SNP_RSP,snoop_response(cv_vector),snoop_response_data(only_from_cv_vector),0,0,0
Snoop,27,1,SnpLDataMig,e,X,SNP_RSP,RspSFwdMO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,done,0,0,0,0,RspSWb,0,X,0,0,0,0,0
Snoop,28,1,SnpLDataMig,e,X,SNP_RSP,RspIFwdMO,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,done,0,0,0,0,RspSWb,0,X,0,0,0,0,0
Snoop,29,1,SnpLDataMig,e,X,SNP_RSP,RspIFwdMO,X,X,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,done,0,0,0,0,RspIWb,0,X,0,0,0,0,0
First Pass – in case of CV err,30,1,SnpLDataMig,first,X,SnpLDataMig,X,E/M,>1,X,X,X,X,X,0,0,X,X,X,X,X,X,X,X,X,had_cv_err=1,b,0,0,0,0,0,0,X,0,0,SnpLDataMig,0,0
First Pass – in case of CV err,31,1,SnpLDataMig,z,X,FwdCnfltO,X,E/M,>1,X,X,X,X,X,1,1,X,X,X,X,X,X,X,X,X,had_cv_err=1,b,0,0,0,0,0,0,FakeCycle,0,0,0,0,0
